"ensembl_gene_id","entrezgene","gene_name","description","biotype","baseMean","log2FoldChange","fold_change","pvalue","padj","12475_WT","12409_WT","12408_WT","12406_KO","12403_KO","12401_KO","12329_KO","12287_WT","12281_KO","12280_WT"
"ENSMUSG00000024516",66286,"Sec11c","SEC11 homolog C, signal peptidase complex subunit ","protein_coding",2019.90278919399,0.165727192595172,1.1217313459187,0.156930460224853,0.815258174969514,1778,2054,2000,1745,1893,2442,1781,1736,3044,1726
"ENSMUSG00000030323",81896,"Ift122","intraflagellar transport 122 ","protein_coding",1086.49428433845,-0.093340856290213,0.937349608722375,0.156952607253788,0.815258174969514,1166,1050,1037,1119,1015,1045,1058,1187,1008,1181
"ENSMUSG00000058152",78923,"Chsy3","chondroitin sulfate synthase 3 ","protein_coding",250.150329381478,-0.16538497125562,0.891690547413476,0.156963031612932,0.815258174969514,283,202,247,243,238,199,275,352,197,267
"ENSMUSG00000030103",20893,"Bhlhe40","basic helix-loop-helix family, member e40 ","protein_coding",3865.83232872654,-0.177556887375266,0.884199064266515,0.15700231136764,0.815258174969514,2903,4687,4660,3996,4592,2396,3730,4609,2745,4341
"ENSMUSG00000026708",70454,"Cenpl","centromere protein L ","protein_coding",38.922681114889,0.183165969128811,1.13537270908342,0.157026568407517,0.815258174969514,27,36,38,31,39,41,40,31,66,40
"ENSMUSG00000044934",238673,"Zfp367","zinc finger protein 367 ","protein_coding",717.44814418716,-0.117696045086327,0.921658345786194,0.15705364063586,0.815258174969514,787,704,856,671,704,621,664,732,761,673
"ENSMUSG00000037405",15894,"Icam1","intercellular adhesion molecule 1 ","protein_coding",81.0086577499567,-0.179408685595627,0.883064862078372,0.15706873474115,0.815258174969514,66,202,61,63,70,62,79,56,66,85
"ENSMUSG00000061882",208908,"Ccdc62","coiled-coil domain containing 62 ","protein_coding",22.1661064918438,0.184140734317496,1.13614008938717,0.157098851652936,0.815258174969514,19,22,18,27,32,20,22,18,25,21
"ENSMUSG00000036466",214058,"Megf11","multiple EGF-like-domains 11 ","protein_coding",553.375526078305,-0.155732524628398,0.897676464276928,0.157113531819948,0.815258174969514,659,559,591,490,635,479,597,561,371,591
"ENSMUSG00000030592",20190,"Ryr1","ryanodine receptor 1, skeletal muscle ","protein_coding",132.594527760819,0.180756893075101,1.13347839551038,0.157153334003462,0.815258174969514,111,135,91,223,195,127,167,82,52,143
"ENSMUSG00000049606",52397,"Zfp644","zinc finger protein 644 ","protein_coding",983.207066435922,-0.136767290687887,0.909554952823192,0.157165902411547,0.815258174969514,972,907,1054,1035,1076,819,909,1113,797,1149
"ENSMUSG00000027130",107723,"Slc12a6","solute carrier family 12, member 6 ","protein_coding",1762.34888577541,-0.148711903698835,0.902055494690836,0.157268912384255,0.815258174969514,1914,1830,1852,1782,2026,1411,1789,1899,1232,1890
"ENSMUSG00000025925",21749,"Terf1","telomeric repeat binding factor 1 ","protein_coding",184.405312348603,-0.135743971042969,0.910200339134349,0.157365750599133,0.815258174969514,191,198,190,168,210,148,165,202,179,192
"ENSMUSG00000031389",171207,"Arhgap4","Rho GTPase activating protein 4 ","protein_coding",40.37206854128,0.183724351189966,1.13581222986769,0.157372508309542,0.815258174969514,41,41,35,34,45,35,46,22,66,39
"ENSMUSG00000025583",74370,"Rptor","regulatory associated protein of MTOR, complex 1 ","protein_coding",2129.38531157932,-0.147833391651638,0.902604957971308,0.157377169606249,0.815258174969514,2202,2156,2193,2160,2278,1947,2181,2364,1397,2415
"ENSMUSG00000066595",226844,"Mfsd7b","major facilitator superfamily domain containing 7B ","protein_coding",190.026238861352,-0.136930827970949,0.909451855695044,0.157393713442724,0.815258174969514,191,189,204,203,194,152,188,203,157,217
"ENSMUSG00000028234",67427,"Rps20","ribosomal protein S20 ","protein_coding",5020.89186031632,0.173685909760842,1.12793654679659,0.157428816724239,0.815258174969514,5114,5257,4490,3849,4364,6513,5188,4095,7454,3885
"ENSMUSG00000026281",21915,"Dtymk","deoxythymidylate kinase ","protein_coding",694.329775661619,0.176581123057516,1.13020237271478,0.157601798537231,0.815744069809967,645,761,614,542,608,832,692,540,1130,580
"ENSMUSG00000024300",17916,"Myo1f","myosin IF ","protein_coding",89.6504140792154,-0.159252569237468,0.895488885228192,0.157693374826377,0.815744069809967,121,100,82,88,86,79,90,89,72,89
"ENSMUSG00000055401",50762,"Fbxo6","F-box protein 6 ","protein_coding",651.230715514926,0.169250840417666,1.12447441839466,0.157725431574437,0.815744069809967,628,647,600,599,552,773,596,502,1011,605
"ENSMUSG00000031353",245688,"Rbbp7","retinoblastoma binding protein 7 ","protein_coding",3808.30615133645,0.0807599249472356,1.05757496073239,0.157758218941988,0.815744069809967,3659,3773,3705,3804,3590,4113,3925,3545,4172,3797
"ENSMUSG00000033938",66916,"Ndufb7","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7 ","protein_coding",2447.39642310972,0.176865291574871,1.13042501128763,0.157829046000888,0.815744069809967,2361,2467,2157,1948,2009,3124,2316,2035,4013,2043
"ENSMUSG00000022553",68877,"Maf1","MAF1 homolog, negative regulator of RNA polymerase III ","protein_coding",2457.4412166692,0.133302095796902,1.0968012312666,0.157846859072762,0.815744069809967,2262,2310,2440,2218,2267,2722,2503,2262,3249,2342
"ENSMUSG00000059878",67255,"Zfp422","zinc finger protein 422 ","protein_coding",640.369823908013,0.0849441147646961,1.06064665462829,0.157876173986253,0.815744069809967,634,585,623,667,652,666,637,649,680,610
"ENSMUSG00000033900",213582,"Map9","microtubule-associated protein 9 ","protein_coding",2141.25918600181,-0.165011015863884,0.891921709023318,0.157974299911004,0.815990051858823,2195,2006,2260,2492,2300,1544,2069,2505,1453,2589
"ENSMUSG00000047213",229096,"Ythdf3","YTH domain family 3 ","protein_coding",1349.22796374702,-0.101310135335416,0.932186073384305,0.158102527963448,0.816391314471106,1321,1354,1355,1339,1437,1283,1170,1481,1260,1493
"ENSMUSG00000021275",104859,"Tecpr2","tectonin beta-propeller repeat containing 2 ","protein_coding",1976.17778890823,-0.17334252989508,0.886785736266672,0.158155310467205,0.816402868221888,1976,1881,2064,2232,2210,1512,1905,2339,1133,2510
"ENSMUSG00000092060",666938,"Bend4","BEN domain containing 4 ","protein_coding",126.227633115685,-0.178470223361254,0.88363947597636,0.158246565917935,0.816612949746479,123,111,163,119,144,105,134,141,66,157
"ENSMUSG00000021514",170936,"Zfp369","zinc finger protein 369 ","protein_coding",172.436331944406,-0.180266308112644,0.882540072548851,0.158427391657181,0.816748788451589,167,176,166,211,184,115,165,214,96,230
"ENSMUSG00000019874",12140,"Fabp7","fatty acid binding protein 7, brain ","protein_coding",967.948098234399,0.178553035001195,1.13174821801301,0.158451057184242,0.816748788451589,1159,926,997,918,912,1070,943,606,1482,667
"ENSMUSG00000006800",72043,"Sulf2","sulfatase 2 ","protein_coding",2673.81606917378,-0.1622694656289,0.893618237342786,0.158490611788804,0.816748788451589,2811,2741,2669,2967,2728,2362,2707,3098,1581,3073
"ENSMUSG00000032231",12306,"Anxa2","annexin A2 ","protein_coding",332.45909305756,0.167605970743587,1.12319309433662,0.158503528775999,0.816748788451589,342,313,364,338,334,332,303,232,493,274
"ENSMUSG00000026499",170760,"Acbd3","acyl-Coenzyme A binding domain containing 3 ","protein_coding",866.39765208642,-0.112873847360928,0.92474413637525,0.158529472285252,0.816748788451589,876,904,932,947,883,823,782,919,706,890
"ENSMUSG00000023795",NA,"Pisd-ps2","phosphatidylserine decarboxylase, pseudogene 2 ","transcribed_unprocessed_pseudogene",69.2149418844222,-0.161662493237068,0.893994280580933,0.158576287802389,0.816748788451589,79,72,64,74,68,67,54,75,57,83
"ENSMUSG00000074743",21824,"Thbd","thrombomodulin ","protein_coding",522.869923722975,0.163592178603315,1.12007254704945,0.158742728549917,0.81714833080294,555,465,559,697,629,416,497,401,578,431
"ENSMUSG00000027832",19288,"Ptx3","pentraxin related gene ","protein_coding",13.6302047649134,0.179942027938549,1.13283836334359,0.158779382620683,0.81714833080294,14,8,10,19,14,20,14,13,12,13
"ENSMUSG00000074272",26365,"Ceacam1","carcinoembryonic antigen-related cell adhesion molecule 1 ","protein_coding",57.039157068987,-0.183197360361246,0.880748879634192,0.158844464344671,0.81714833080294,54,58,77,65,71,41,46,73,27,59
"ENSMUSG00000059326",12982,"Csf2ra","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) ","protein_coding",312.083001390242,0.158196759277205,1.11589150073225,0.158871193141706,0.81714833080294,327,303,285,294,313,289,427,220,351,311
"ENSMUSG00000084319",NA,"Tpt1-ps3","tumor protein, translationally-controlled, pseudogene 3 ","processed_pseudogene",695.944145931741,0.180561142684516,1.1333246112522,0.158961028835408,0.81714833080294,694,746,660,539,630,894,627,535,1159,475
"ENSMUSG00000047842",68203,"Diras2","DIRAS family, GTP-binding RAS-like 2 ","protein_coding",9484.73326199964,-0.138569601292553,0.908419385738534,0.159075232577743,0.81714833080294,9326,9480,10592,9845,10044,8567,9558,10261,6659,10516
"ENSMUSG00000060212",270109,"Pcnx2","pecanex homolog 2 ","protein_coding",2512.86519524451,-0.177924624193187,0.8839737144146,0.159101858779186,0.81714833080294,2545,2346,2610,2782,2759,1836,2627,3129,1317,3179
"ENSMUSG00000002222",68477,"Rmnd5a","required for meiotic nuclear division 5 homolog A ","protein_coding",3379.50488190447,-0.170613703998027,0.888464659279341,0.159129580166901,0.81714833080294,3342,3065,3727,3735,3875,2542,3199,4280,2087,3944
"ENSMUSG00000022843",12724,"Clcn2","chloride channel, voltage-sensitive 2 ","protein_coding",1688.27041403894,0.0833163097372339,1.05945059291937,0.159180677538826,0.81714833080294,1590,1699,1584,1728,1682,1671,1871,1567,1747,1744
"ENSMUSG00000066057",NA,"Gm1976","predicted gene 1976 ","lincRNA",660.992821539517,-0.125972160687258,0.916386327774485,0.159244306183808,0.81714833080294,727,662,782,612,582,581,605,652,758,648
"ENSMUSG00000042293",434402,"Gm5617","predicted gene 5617 ","protein_coding",108.136709887345,0.182779230306268,1.13506839400341,0.159264160704643,0.81714833080294,88,114,101,70,77,151,109,82,208,81
"ENSMUSG00000040009",14687,"Gnaz","guanine nucleotide binding protein, alpha z subunit ","protein_coding",2199.40396736108,-0.125455060956482,0.916714843533241,0.159325400171915,0.81714833080294,2359,2022,2305,2202,2288,2000,2258,2474,1696,2392
"ENSMUSG00000036751",110323,"Cox6b1","cytochrome c oxidase, subunit VIb polypeptide 1 ","protein_coding",7457.78848559848,0.178655703106731,1.13182876073113,0.159338379395262,0.81714833080294,7336,7695,6804,5822,6074,9353,7277,6101,12525,5591
"ENSMUSG00000025069",68214,"Gsto2","glutathione S-transferase omega 2 ","protein_coding",30.5754719856877,0.183280889650419,1.13546315288278,0.159374145816855,0.81714833080294,28,39,29,30,34,44,25,21,38,17
"ENSMUSG00000032261",212531,"Sh3bgrl2","SH3 domain binding glutamic acid-rich protein like 2 ","protein_coding",744.253719498283,-0.156464925952707,0.897220863781127,0.159444973691258,0.81714833080294,608,683,811,801,710,618,715,941,611,944
"ENSMUSG00000006998",21762,"Psmd2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 ","protein_coding",6619.58797604376,-0.0647818780684684,0.956089858467989,0.159463319631678,0.81714833080294,6738,6520,6882,6277,6139,6787,6573,6890,6555,6834
"ENSMUSG00000018507",22368,"Trpv2","transient receptor potential cation channel, subfamily V, member 2 ","protein_coding",549.80165979919,-0.129423605616151,0.914196622726321,0.159548584585221,0.817154411580708,620,491,586,508,584,450,579,589,483,608
"ENSMUSG00000032235",93697,"Ice2","interactor of little elongation complex ELL subunit 2 ","protein_coding",159.139896830035,0.144935049231345,1.10568087395789,0.159586010652883,0.817154411580708,134,177,159,172,173,176,141,147,184,130
"ENSMUSG00000022711",54128,"Pmm2","phosphomannomutase 2 ","protein_coding",385.963671588452,0.119233251953306,1.08615744981938,0.15961628086535,0.817154411580708,421,385,349,387,405,376,404,352,449,332
"ENSMUSG00000029878",386753,"Dbpht2","DNA binding protein with his-thr domain ","protein_coding",866.245580327579,-0.141259161763044,0.906727432284198,0.159724794088789,0.817421203655721,1001,770,902,942,930,698,808,975,694,942
"ENSMUSG00000049556",235402,"Lingo1","leucine rich repeat and Ig domain containing 1 ","protein_coding",12044.7386912265,-0.151615450553933,0.900241856710555,0.159769609951778,0.817421203655721,13953,11660,12710,11993,13017,9036,13393,12608,8735,13343
"ENSMUSG00000097113",NA,"Gm19705","predicted gene, 19705 ","lincRNA",26.2535494859494,0.181030584105428,1.13369344601578,0.159843582812593,0.817489440834801,22,24,25,28,31,30,24,22,33,24
"ENSMUSG00000028439",71901,"Fam219a","family with sequence similarity 219, member A ","protein_coding",4380.60177595881,-0.155909872184565,0.897566121523992,0.159970752605545,0.817489440834801,4819,4087,4696,4500,4548,3460,4908,4901,2935,4952
"ENSMUSG00000073758",66938,"Sh3d21","SH3 domain containing 21 ","protein_coding",18.6626786206288,0.182750753749486,1.13504598973941,0.159985038911947,0.817489440834801,22,16,14,22,22,17,26,14,20,14
"ENSMUSG00000068267",12616,"Cenpb","centromere protein B ","protein_coding",7078.5301122593,0.0924165979193561,1.06615455832835,0.160038862005309,0.817489440834801,7183,6962,7083,6592,7096,7941,7374,6456,7606,6492
"ENSMUSG00000019256",11622,"Ahr","aryl-hydrocarbon receptor ","protein_coding",195.100821731689,-0.159299836519603,0.895459546642278,0.16014469437324,0.817489440834801,215,168,203,197,230,170,164,228,143,234
"ENSMUSG00000052563",NA,"D930048N14Rik","RIKEN cDNA D930048N14 gene ","protein_coding",44.2258478766658,0.175390026202094,1.12926965658287,0.160156226167612,0.817489440834801,37,45,33,55,56,40,52,45,38,41
"ENSMUSG00000059975",72723,"Zfp74","zinc finger protein 74 ","protein_coding",316.620686229489,-0.154276811495802,0.898582698011753,0.160173069768336,0.817489440834801,293,302,340,344,345,261,291,371,231,388
"ENSMUSG00000027931",18160,"Npr1","natriuretic peptide receptor 1 ","protein_coding",91.4324128273583,0.17298403259909,1.1273879344185,0.160324514091754,0.817489440834801,69,83,67,107,87,113,117,110,74,87
"ENSMUSG00000000538",216810,"Tom1l2","target of myb1-like 2 (chicken) ","protein_coding",9184.0099246533,-0.152883267547222,0.899451086282875,0.160382137063313,0.817489440834801,9901,8940,9651,9460,10000,7917,9501,10297,5903,10271
"ENSMUSG00000028670",26394,"Lypla2","lysophospholipase 2 ","protein_coding",2128.88602897634,0.105253188286626,1.07568315278745,0.160505584716281,0.817489440834801,2118,2107,1811,1992,2159,2210,2498,2129,2213,2052
"ENSMUSG00000022552",106025,"Sharpin","SHANK-associated RH domain interacting protein ","protein_coding",977.329046260272,0.102214624086879,1.07341996299677,0.160557529114194,0.817489440834801,908,993,917,924,937,1042,1029,951,1146,926
"ENSMUSG00000037503",214469,"Fam168b","family with sequence similarity 168, member B ","protein_coding",9110.69262318106,-0.140209817617722,0.907387180328591,0.16055957015593,0.817489440834801,9722,8833,9611,9625,9829,7674,9212,10198,6518,9884
"ENSMUSG00000031691",212999,"Tnpo2","transportin 2 (importin 3, karyopherin beta 2b) ","protein_coding",4193.38802244719,-0.136501274544972,0.909722679613534,0.160569568780985,0.817489440834801,4528,4090,4536,4458,4415,3648,4253,4420,3002,4584
"ENSMUSG00000021681",66549,"Aggf1","angiogenic factor with G patch and FHA domains 1 ","protein_coding",1685.47007163219,-0.136955099166285,0.909436555650795,0.160580077656414,0.817489440834801,1760,1663,1753,1768,1764,1485,1730,1898,1198,1835
"ENSMUSG00000025956",67099,"Mettl21a","methyltransferase like 21A ","protein_coding",292.398620705258,0.152376823936112,1.11139898199175,0.160618598735675,0.817489440834801,280,309,284,256,294,332,280,243,401,246
"ENSMUSG00000022433",27373,"Csnk1e","casein kinase 1, epsilon ","protein_coding",2319.73779918408,-0.137677334914539,0.908981391398485,0.160655201683467,0.817489440834801,2434,2126,2478,2380,2416,1932,2444,2707,1757,2522
"ENSMUSG00000073702",114641,"Rpl31","ribosomal protein L31 ","protein_coding",7859.66739918767,0.167891712280428,1.12341557704923,0.160676309647746,0.817489440834801,7914,8249,7372,6474,6862,10258,7808,6560,11169,5930
"ENSMUSG00000021448",20418,"Shc3","src homology 2 domain-containing transforming protein C3 ","protein_coding",360.442965722315,-0.174652372160308,0.885980976930147,0.160693968217589,0.817489440834801,443,364,381,385,437,331,287,359,194,424
"ENSMUSG00000040818",211922,"Dennd6a","DENN/MADD domain containing 6A ","protein_coding",697.747877932339,-0.0842245878820139,0.943291394975629,0.16094374347998,0.818502312559397,683,770,725,700,671,666,659,706,685,712
"ENSMUSG00000036435",69940,"Exoc1","exocyst complex component 1 ","protein_coding",1149.15980851941,-0.0915670540591554,0.938502794483909,0.161030617160972,0.818559066707932,1186,1170,1132,1175,1148,1056,1123,1144,1048,1310
"ENSMUSG00000046756",50529,"Mrps7","mitchondrial ribosomal protein S7 ","protein_coding",1639.89447296657,0.171084445911609,1.12590448727702,0.161056260153406,0.818559066707932,1599,1600,1584,1311,1420,1974,1614,1372,2600,1325
"ENSMUSG00000074698",12995,"Csnk2a1","casein kinase 2, alpha 1 polypeptide ","protein_coding",2475.96350873876,-0.109868613959527,0.926672449981253,0.16111579168974,0.818604047616445,2530,2562,2525,2603,2589,2236,2442,2644,1986,2645
"ENSMUSG00000060657",223989,"Marf1","meiosis arrest female 1 ","protein_coding",3320.29956478054,-0.146147892495229,0.903660086663238,0.161184621924484,0.818696230605115,3893,3361,3591,3319,3792,2890,3257,3296,2292,3512
"ENSMUSG00000074746",107368,"Pdzd8","PDZ domain containing 8 ","protein_coding",1500.0308961446,-0.158064797492428,0.896226445372338,0.161277135872844,0.81890861320911,1562,1536,1632,1728,1661,1203,1377,1578,983,1740
"ENSMUSG00000025474",74237,"Tubgcp2","tubulin, gamma complex associated protein 2 ","protein_coding",1125.94154672836,0.110073433755606,1.07928317105215,0.161420752430955,0.819068635250542,1057,1042,1032,1080,1054,1323,1141,1097,1272,1162
"ENSMUSG00000074247",66498,"Dda1","DET1 and DDB1 associated 1 ","protein_coding",1872.4145401155,0.118653982686331,1.08572142466125,0.161429908427177,0.819068635250542,1877,1768,1753,1691,1707,2168,2084,1827,2150,1700
"ENSMUSG00000006360",12925,"Crip1","cysteine-rich protein 1 (intestinal) ","protein_coding",112.418485385839,0.1732377820747,1.12758624331173,0.161460780995402,0.819068635250542,103,119,115,108,95,115,120,92,176,81
"ENSMUSG00000054134",52020,"Umodl1","uromodulin-like 1 ","protein_coding",15.4923851627192,0.144507476215323,1.10535323073221,0.161784685875592,0.820320077754192,1,22,5,25,18,22,24,12,8,18
"ENSMUSG00000104168",NA,"Gm38250","predicted gene, 38250 ","antisense",23.8684564076538,0.182191841743918,1.13460634868964,0.161832864191364,0.820320077754192,19,24,21,20,23,36,33,18,23,23
"ENSMUSG00000097083",NA,"D930019O06Rik","RIKEN cDNA D930019O06 ","antisense",93.8087788804642,-0.17100111642927,0.888226108488542,0.161890881820777,0.820320077754192,84,81,110,97,100,79,86,103,65,133
"ENSMUSG00000053214",NA,"Gm9899","predicted gene 9899 ","processed_transcript",472.664588722463,-0.169072303199216,0.889414417853165,0.16191062455921,0.820320077754192,469,405,569,496,562,311,442,565,350,556
"ENSMUSG00000044795",327951,"Cyb5d1","cytochrome b5 domain containing 1 ","protein_coding",352.989560499618,-0.141082402741678,0.906838531350677,0.161980169181338,0.820415080782993,350,366,333,391,366,278,334,411,290,411
"ENSMUSG00000028847",27096,"Trappc3","trafficking protein particle complex 3 ","protein_coding",1932.76633847115,0.14725296378115,1.10745875053176,0.16210478655579,0.820720047834056,1905,1786,1929,1744,1650,2281,2005,1783,2605,1639
"ENSMUSG00000038555",225362,"Reep2","receptor accessory protein 2 ","protein_coding",3884.85728309328,-0.102584158147162,0.931363236918331,0.162205217067749,0.820720047834056,4362,3877,4041,3642,3912,3476,4238,3881,3399,4020
"ENSMUSG00000051344",241075,"Plekhm3","pleckstrin homology domain containing, family M, member 3 ","protein_coding",862.329786131492,-0.181628868520761,0.881706946735081,0.162283263222793,0.820720047834056,815,770,910,1006,1016,538,820,1161,422,1163
"ENSMUSG00000028656",12331,"Cap1","CAP, adenylate cyclase-associated protein 1 (yeast) ","protein_coding",7242.22251952264,0.0859854597487322,1.06141251141362,0.162314227657057,0.820720047834056,6644,7573,6890,7251,7151,8044,7043,7020,7869,6936
"ENSMUSG00000027895",99738,"Kcnc4","potassium voltage gated channel, Shaw-related subfamily, member 4 ","protein_coding",2787.10354739895,-0.153983493751868,0.898765409560354,0.162314872330018,0.820720047834056,3181,2398,3003,2884,2980,2221,2922,3255,1960,3068
"ENSMUSG00000050856",11958,"Atp5k","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E ","protein_coding",3495.55197169349,0.175928758753155,1.12969142827382,0.162392835054735,0.820720047834056,3564,3712,3386,3009,2818,4259,3483,2600,5602,2524
"ENSMUSG00000097911",NA,"Gm26691","predicted gene, 26691 ","antisense",13.4287122545583,-0.171287267329623,0.888049951027112,0.16247262596023,0.820720047834056,8,13,15,10,14,16,7,23,8,20
"ENSMUSG00000032481",20588,"Smarcc1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 ","protein_coding",1463.23075868774,-0.156998326698864,0.896889199912937,0.162487776136279,0.820720047834056,1462,1430,1604,1596,1634,1159,1433,1692,966,1658
"ENSMUSG00000003354",105833,"Ccdc65","coiled-coil domain containing 65 ","protein_coding",198.498112960076,-0.145307660333008,0.904186535701491,0.162497691491661,0.820720047834056,204,161,210,178,181,180,209,234,182,246
"ENSMUSG00000059796",13681,"Eif4a1","eukaryotic translation initiation factor 4A1 ","protein_coding",7606.60184890183,0.111910388812998,1.08065827622571,0.162563286565754,0.820731609387669,7262,7751,7339,7288,7173,8403,7487,7021,9332,7009
"ENSMUSG00000058900",380855,"Rsl1","regulator of sex limited protein 1 ","protein_coding",59.9172485042417,-0.163186782484179,0.893050223662692,0.162640164252441,0.820731609387669,72,67,52,51,56,54,51,69,65,63
"ENSMUSG00000030611",67994,"Mrps11","mitochondrial ribosomal protein S11 ","protein_coding",589.938898151939,0.164847715769492,1.12104773915723,0.162668877606113,0.820731609387669,557,589,495,498,506,693,590,504,900,567
"ENSMUSG00000068264",69596,"Ap5s1","adaptor-related protein 5 complex, sigma 1 subunit ","protein_coding",546.868277285804,0.125253111879939,1.09069907225466,0.162773544332243,0.820731609387669,544,550,486,545,495,587,552,519,694,497
"ENSMUSG00000049122",242506,"Frmd3","FERM domain containing 3 ","protein_coding",127.764715008792,-0.158986802090064,0.895653863579163,0.162833590922831,0.820731609387669,128,103,167,110,102,117,122,139,140,150
"ENSMUSG00000006931",66180,"P3h4","prolyl 3-hydroxylase family member 4 (non-enzymatic) ","protein_coding",475.673724144942,0.149117120312154,1.10889066148294,0.163082792247201,0.820731609387669,381,511,491,435,448,563,465,420,624,418
"ENSMUSG00000042078",68666,"Svop","SV2 related protein ","protein_coding",5737.03686669656,-0.0940005856573688,0.936921066532283,0.163107081542075,0.820731609387669,6288,5386,5672,5356,5145,5693,6013,6107,5473,6239
"ENSMUSG00000038644",18971,"Pold1","polymerase (DNA directed), delta 1, catalytic subunit ","protein_coding",233.891073366157,0.137924759409525,1.10032122303357,0.163114856840852,0.820731609387669,228,226,179,231,214,275,277,233,241,235
"ENSMUSG00000035093",70354,"Secisbp2l","SECIS binding protein 2-like ","protein_coding",2977.15862386744,-0.141016685542643,0.906879840320288,0.163227512542068,0.820731609387669,2939,2950,2961,3185,3306,2631,2661,3475,2210,3454
"ENSMUSG00000027684",14013,"Mecom","MDS1 and EVI1 complex locus ","protein_coding",44.8757994551731,-0.18137791159275,0.881860333075653,0.163249688390154,0.820731609387669,53,45,37,48,52,23,50,63,22,56
"ENSMUSG00000047694",77929,"Yipf6","Yip1 domain family, member 6 ","protein_coding",885.841447364998,-0.139367570672562,0.907917068618026,0.163350760309235,0.820731609387669,935,916,924,990,951,746,840,978,641,937
"ENSMUSG00000031879",68523,"Fam96b","family with sequence similarity 96, member B ","protein_coding",687.74352836904,0.180707839477044,1.13343985635498,0.163519732372065,0.820731609387669,692,655,599,494,512,863,703,578,1260,521
"ENSMUSG00000061207",54402,"Stk19","serine/threonine kinase 19 ","protein_coding",606.68348880237,0.147792846033552,1.10787325893001,0.163533879911445,0.820731609387669,628,622,564,544,580,673,614,470,820,552
"ENSMUSG00000084131",NA,"Rpl3-ps2","ribosomal protein L3, pseudogene 2 ","processed_pseudogene",15.3636834069855,0.178162097135264,1.13144158128111,0.163535842803743,0.820731609387669,15,14,12,11,14,22,16,13,25,11
"ENSMUSG00000016559",15081,"H3f3b","H3 histone, family 3B ","protein_coding",4920.27762680024,0.103492943836904,1.07437150299395,0.163557590079688,0.820731609387669,5015,4800,4613,4654,4740,5310,4970,4702,5897,4503
"ENSMUSG00000020865",76408,"Abcc3","ATP-binding cassette, sub-family C (CFTR/MRP), member 3 ","protein_coding",70.9170461642856,-0.168464083934843,0.889789461097831,0.163666070289224,0.820731609387669,100,64,69,76,73,62,63,78,50,74
"ENSMUSG00000026638",54139,"Irf6","interferon regulatory factor 6 ","protein_coding",23.7033004013771,0.181105000200417,1.13375192491302,0.163751752345354,0.820731609387669,25,15,18,37,32,20,27,24,17,21
"ENSMUSG00000035764",268882,"Fbxo45","F-box protein 45 ","protein_coding",1640.09718910856,-0.143574358207885,0.905273508510646,0.163798319197121,0.820731609387669,1822,1496,1765,1651,1712,1365,1786,1846,1180,1778
"ENSMUSG00000067370",54218,"B3galt4","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 ","protein_coding",189.445377191745,0.173378074913829,1.12769589917301,0.163824050028235,0.820731609387669,197,202,170,166,156,229,190,142,294,149
"ENSMUSG00000022575",69146,"Gsdmd","gasdermin D ","protein_coding",55.2818437159216,0.169428873701099,1.12461319077549,0.16383591745722,0.820731609387669,49,64,58,58,59,55,67,39,61,43
"ENSMUSG00000103034",NA,"Gm8797","predicted pseudogene 8797 ","protein_coding",23.3181637282891,0.181282335384477,1.1338912935653,0.163877999645013,0.820731609387669,21,28,16,23,19,24,31,19,35,17
"ENSMUSG00000003299",66163,"Mrpl4","mitochondrial ribosomal protein L4 ","protein_coding",1525.75270210377,0.156505632294573,1.11458421917405,0.16394188431649,0.820731609387669,1486,1506,1373,1245,1343,1819,1601,1378,2171,1336
"ENSMUSG00000070025",NA,"Gm10284","predicted pseudogene 10284 ","processed_pseudogene",11.4771369169765,-0.17073086972962,0.888392507243104,0.16401398419862,0.820731609387669,11,19,16,8,5,14,10,12,11,10
"ENSMUSG00000028329",22590,"Xpa","xeroderma pigmentosum, complementation group A ","protein_coding",202.26846848436,0.15330012905968,1.11211048981543,0.164017389691955,0.820731609387669,194,183,177,178,172,231,229,206,272,180
"ENSMUSG00000037465",21847,"Klf10","Kruppel-like factor 10 ","protein_coding",1151.15836000466,-0.180370876946833,0.882476106957058,0.164069782674463,0.820731609387669,698,1662,1678,957,937,1028,818,993,1362,1377
"ENSMUSG00000054364",11852,"Rhob","ras homolog family member B ","protein_coding",10757.5060249635,0.148968327116307,1.10877630129417,0.164147209026144,0.820731609387669,9934,11335,9370,9588,9372,13748,10601,10017,14013,9597
"ENSMUSG00000015013",59005,"Trappc2l","trafficking protein particle complex 2-like ","protein_coding",1200.47968051181,0.174453903297634,1.12853714398464,0.164218679627487,0.820731609387669,1148,1152,1091,951,971,1471,1163,1047,2016,994
"ENSMUSG00000049612",18377,"Omg","oligodendrocyte myelin glycoprotein ","protein_coding",4205.55792153957,-0.109449980170722,0.926941386019608,0.164225910217679,0.820731609387669,4345,3994,4655,3782,3752,4259,3709,4597,4640,4322
